,Border,Date,Measure,Value,Average
6364,US-Mexico Border,2018-02-01,Personal Vehicles,5903899,6370506.0
6363,US-Mexico Border,2018-02-01,Train Passengers,688,864.0
6362,US-Mexico Border,2018-02-01,Truck Containers Full,351568,352098.0
6361,US-Mexico Border,2018-02-01,Truck Containers Empty,136474,149185.0
6360,US-Canada Border,2018-02-01,Personal Vehicle Passengers,3022028,3561090.0
6359,US-Mexico Border,2018-01-01,Trains,899,938.0
6358,US-Canada Border,2018-01-01,Trains,1890,1876.0
6357,US-Canada Border,2018-01-01,Rail Containers Full,147156,146670.0
6356,US-Canada Border,2018-01-01,Buses,4256,5727.0
6355,US-Mexico Border,2018-01-01,Buses,13411,13890.0
6354,US-Mexico Border,2018-01-01,Trucks,517144,505121.0
6353,US-Mexico Border,2018-01-01,Rail Containers Empty,45826,46828.0
6352,US-Canada Border,2018-01-01,Truck Containers Empty,134554,130978.0
6351,US-Canada Border,2018-01-01,Personal Vehicles,1749770,2090890.0
6350,US-Canada Border,2018-01-01,Rail Containers Empty,58613,62980.0
6349,US-Canada Border,2018-01-01,Trucks,475119,473523.0
6348,US-Mexico Border,2018-01-01,Truck Containers Empty,155604,152588.0
6347,US-Mexico Border,2018-01-01,Pedestrians,3731985,3738025.0
6346,US-Canada Border,2018-01-01,Personal Vehicle Passengers,3129055,3870647.0
6345,US-Mexico Border,2018-01-01,Personal Vehicles,6406861,6436336.0
6344,US-Canada Border,2018-01-01,Bus Passengers,77412,129966.0
6343,US-Mexico Border,2018-01-01,Train Passengers,823,904.0
6342,US-Mexico Border,2018-01-01,Bus Passengers,158723,138304.0
6341,US-Mexico Border,2018-01-01,Truck Containers Full,358320,349275.0
6340,US-Canada Border,2018-01-01,Pedestrians,12571,31235.0
6339,US-Mexico Border,2018-01-01,Rail Containers Full,36140,40445.0
6338,US-Canada Border,2018-01-01,Truck Containers Full,350657,352410.0
6337,US-Mexico Border,2018-01-01,Personal Vehicle Passengers,12138597,12133915.0
6336,US-Canada Border,2018-01-01,Train Passengers,10821,16675.0
6335,US-Mexico Border,2017-12-01,Bus Passengers,153202,142180.0
6334,US-Canada Border,2017-12-01,Pedestrians,16585,43240.0
6333,US-Canada Border,2017-12-01,Buses,4199,6901.0
6332,US-Canada Border,2017-12-01,Trains,1778,1878.0
6331,US-Mexico Border,2017-12-01,Trains,918,950.0
6330,US-Mexico Border,2017-12-01,Truck Containers Full,320329,349932.0
6329,US-Canada Border,2017-12-01,Personal Vehicle Passengers,3918120,4494875.0
6328,US-Canada Border,2017-12-01,Personal Vehicles,2033658,2334791.0
6327,US-Mexico Border,2017-12-01,Trucks,465722,506433.0
6326,US-Mexico Border,2017-12-01,Train Passengers,1011,918.0
6325,US-Mexico Border,2017-12-01,Buses,14483,14103.0
6324,US-Canada Border,2017-12-01,Train Passengers,13308,23811.0
6323,US-Canada Border,2017-12-01,Truck Containers Empty,119996,133736.0
6322,US-Mexico Border,2017-12-01,Rail Containers Full,39599,41766.0
6321,US-Mexico Border,2017-12-01,Rail Containers Empty,43734,46233.0
6320,US-Mexico Border,2017-12-01,Personal Vehicle Passengers,12939220,12161028.0
6319,US-Canada Border,2017-12-01,Truck Containers Full,303972,358007.0
6318,US-Mexico Border,2017-12-01,Pedestrians,4084983,3688728.0
6317,US-Mexico Border,2017-12-01,Personal Vehicles,6604570,6457462.0
6316,US-Canada Border,2017-12-01,Bus Passengers,101295,162913.0
6315,US-Canada Border,2017-12-01,Rail Containers Full,144333,146075.0
6314,US-Canada Border,2017-12-01,Rail Containers Empty,58486,64671.0
6313,US-Canada Border,2017-12-01,Trucks,415723,481624.0
6312,US-Mexico Border,2017-12-01,Truck Containers Empty,142113,153525.0
6311,US-Mexico Border,2017-11-01,Trains,934,957.0
6310,US-Canada Border,2017-11-01,Train Passengers,13675,30205.0
6309,US-Canada Border,2017-11-01,Trucks,493062,490739.0
6308,US-Canada Border,2017-11-01,Rail Containers Full,147252,144327.0
6307,US-Mexico Border,2017-11-01,Train Passengers,800,883.0
6306,US-Mexico Border,2017-11-01,Rail Containers Full,41351,42345.0
6305,US-Mexico Border,2017-11-01,Bus Passengers,137698,151523.0
6304,US-Mexico Border,2017-11-01,Rail Containers Empty,49157,46655.0
6303,US-Mexico Border,2017-11-01,Buses,13786,14282.0
6302,US-Canada Border,2017-11-01,Buses,4930,8116.0
6301,US-Canada Border,2017-11-01,Bus Passengers,106550,190996.0
6300,US-Canada Border,2017-11-01,Rail Containers Empty,64178,66519.0
6299,US-Mexico Border,2017-11-01,Personal Vehicle Passengers,11928122,12146954.0
6298,US-Canada Border,2017-11-01,Personal Vehicles,2002198,2526094.0
6297,US-Canada Border,2017-11-01,Truck Containers Full,367342,366264.0
6296,US-Canada Border,2017-11-01,Pedestrians,20077,54685.0
6295,US-Mexico Border,2017-11-01,Truck Containers Full,358016,351396.0
6294,US-Canada Border,2017-11-01,Truck Containers Empty,135585,134979.0
6293,US-Canada Border,2017-11-01,Personal Vehicle Passengers,3630353,4946074.0
6292,US-Canada Border,2017-11-01,Trains,1872,1894.0
6291,US-Mexico Border,2017-11-01,Pedestrians,3846738,3572079.0
6290,US-Mexico Border,2017-11-01,Truck Containers Empty,150965,155693.0
6289,US-Mexico Border,2017-11-01,Trucks,513361,509605.0
6288,US-Mexico Border,2017-11-01,Personal Vehicles,6369244,6444033.0
6287,US-Mexico Border,2017-10-01,Truck Containers Empty,160771,156823.0
6286,US-Mexico Border,2017-10-01,Train Passengers,999,905.0
6285,US-Canada Border,2017-10-01,Buses,6614,9219.0
6284,US-Mexico Border,2017-10-01,Personal Vehicles,6567955,6434257.0
6283,US-Mexico Border,2017-10-01,Buses,14484,14400.0
6282,US-Canada Border,2017-10-01,Pedestrians,57404,61014.0
6281,US-Mexico Border,2017-10-01,Bus Passengers,126181,150520.0
6280,US-Canada Border,2017-10-01,Truck Containers Empty,131890,138766.0
6279,US-Mexico Border,2017-10-01,Personal Vehicle Passengers,12145354,12107692.0
6278,US-Canada Border,2017-10-01,Personal Vehicle Passengers,4105894,5117543.0
6277,US-Canada Border,2017-10-01,Bus Passengers,169178,211886.0
6276,US-Mexico Border,2017-10-01,Rail Containers Full,45513,43113.0
6275,US-Canada Border,2017-10-01,Train Passengers,16240,35497.0
6274,US-Canada Border,2017-10-01,Rail Containers Full,153148,142399.0
6273,US-Canada Border,2017-10-01,Personal Vehicles,2243138,2620241.0
6272,US-Mexico Border,2017-10-01,Rail Containers Empty,49780,46049.0
6271,US-Mexico Border,2017-10-01,Truck Containers Full,372257,353780.0
6270,US-Canada Border,2017-10-01,Trucks,505480,494664.0
6269,US-Mexico Border,2017-10-01,Pedestrians,3749935,3453849.0
6268,US-Mexico Border,2017-10-01,Trucks,536285,512337.0
6267,US-Canada Border,2017-10-01,Truck Containers Full,384348,366659.0
6266,US-Canada Border,2017-10-01,Rail Containers Empty,68192,66767.0
6265,US-Mexico Border,2017-10-01,Trains,1027,965.0
6264,US-Canada Border,2017-10-01,Trains,1934,1894.0
6263,US-Mexico Border,2017-09-01,Pedestrians,3276482,3412270.0
6262,US-Canada Border,2017-09-01,Trains,1904,1897.0
6261,US-Mexico Border,2017-09-01,Personal Vehicle Passengers,11518284,12096277.0
6260,US-Canada Border,2017-09-01,Truck Containers Empty,132864,151703.0
6259,US-Canada Border,2017-09-01,Bus Passengers,195397,217023.0
6258,US-Mexico Border,2017-09-01,Rail Containers Empty,45642,45571.0
6257,US-Canada Border,2017-09-01,Rail Containers Full,141462,140866.0
6256,US-Canada Border,2017-09-01,Personal Vehicle Passengers,4569811,5077804.0
6255,US-Canada Border,2017-09-01,Trucks,478231,499138.0
6254,US-Mexico Border,2017-09-01,Trains,912,952.0
6253,US-Mexico Border,2017-09-01,Truck Containers Empty,153489,165972.0
6252,US-Mexico Border,2017-09-01,Trucks,493093,510283.0
6251,US-Mexico Border,2017-09-01,Buses,13285,14219.0
6250,US-Canada Border,2017-09-01,Personal Vehicles,2425684,2614912.0
6249,US-Mexico Border,2017-09-01,Personal Vehicles,6233052,6438054.0
6248,US-Mexico Border,2017-09-01,Train Passengers,885,881.0
6247,US-Mexico Border,2017-09-01,Rail Containers Full,39622,42837.0
6246,US-Mexico Border,2017-09-01,Bus Passengers,115717,152198.0
6245,US-Canada Border,2017-09-01,Rail Containers Empty,65431,66922.0
6244,US-Canada Border,2017-09-01,Buses,8634,9712.0
6243,US-Mexico Border,2017-09-01,Truck Containers Full,337455,374362.0
6242,US-Canada Border,2017-09-01,Train Passengers,29330,37956.0
6241,US-Canada Border,2017-09-01,Truck Containers Full,355731,389339.0
6240,US-Canada Border,2017-09-01,Pedestrians,49540,56658.0
6239,US-Canada Border,2017-08-01,Trains,1903,1897.0
6238,US-Canada Border,2017-08-01,Bus Passengers,242143,205118.0
6237,US-Canada Border,2017-08-01,Trucks,515625,498930.0
6236,US-Mexico Border,2017-08-01,Rail Containers Empty,42851,45640.0
6235,US-Canada Border,2017-08-01,Personal Vehicles,2969278,2537194.0
6234,US-Mexico Border,2017-08-01,Trains,960,955.0
6233,US-Mexico Border,2017-08-01,Truck Containers Empty,160286,179603.0
6232,US-Canada Border,2017-08-01,Buses,10129,9169.0
6231,US-Mexico Border,2017-08-01,Truck Containers Full,361603,408206.0
6230,US-Canada Border,2017-08-01,Rail Containers Full,144179,141907.0
6229,US-Canada Border,2017-08-01,Train Passengers,46500,34808.0
6228,US-Canada Border,2017-08-01,Personal Vehicle Passengers,6250197,4903265.0
6227,US-Canada Border,2017-08-01,Pedestrians,72595,51773.0
6226,US-Mexico Border,2017-08-01,Pedestrians,3485501,3473373.0
6225,US-Mexico Border,2017-08-01,Buses,14477,14550.0
6224,US-Mexico Border,2017-08-01,Personal Vehicle Passengers,12274160,12219679.0
6223,US-Mexico Border,2017-08-01,Personal Vehicles,6512489,6459291.0
6222,US-Canada Border,2017-08-01,Truck Containers Full,378644,416663.0
6221,US-Mexico Border,2017-08-01,Train Passengers,896,980.0
6220,US-Mexico Border,2017-08-01,Bus Passengers,178102,161136.0
6219,US-Canada Border,2017-08-01,Truck Containers Empty,148344,165366.0
6218,US-Mexico Border,2017-08-01,Trucks,523705,508352.0
6217,US-Mexico Border,2017-08-01,Rail Containers Full,42747,43138.0
6216,US-Canada Border,2017-08-01,Rail Containers Empty,67070,67137.0
6215,US-Mexico Border,2017-07-01,Personal Vehicles,6537424,6552904.0
6214,US-Canada Border,2017-07-01,Personal Vehicle Passengers,6174114,4334946.0
6213,US-Mexico Border,2017-07-01,Trains,953,958.0
6212,US-Mexico Border,2017-07-01,Buses,15376,15033.0
6211,US-Mexico Border,2017-07-01,Pedestrians,3501740,3514962.0
6210,US-Canada Border,2017-07-01,Train Passengers,45282,28145.0
6209,US-Canada Border,2017-07-01,Rail Containers Empty,67724,67106.0
6208,US-Mexico Border,2017-07-01,Truck Containers Full,327647,411696.0
6207,US-Canada Border,2017-07-01,Trucks,461295,500303.0
6206,US-Canada Border,2017-07-01,Pedestrians,73810,40082.0
6205,US-Mexico Border,2017-07-01,Rail Containers Full,42492,43436.0
6204,US-Mexico Border,2017-07-01,Train Passengers,834,983.0
6203,US-Canada Border,2017-07-01,Truck Containers Empty,126212,166894.0
6202,US-Mexico Border,2017-07-01,Trucks,481582,511121.0
6201,US-Mexico Border,2017-07-01,Bus Passengers,199915,153334.0
6200,US-Mexico Border,2017-07-01,Personal Vehicle Passengers,12868851,12152488.0
6199,US-Canada Border,2017-07-01,Truck Containers Full,345253,416404.0
6198,US-Canada Border,2017-07-01,Buses,10274,8113.0
6197,US-Canada Border,2017-07-01,Bus Passengers,241711,175424.0
6196,US-Canada Border,2017-07-01,Trains,1859,1904.0
6195,US-Mexico Border,2017-07-01,Truck Containers Empty,152954,179851.0
6194,US-Canada Border,2017-07-01,Personal Vehicles,2990171,2332420.0
6193,US-Canada Border,2017-07-01,Rail Containers Full,135594,141988.0
6192,US-Mexico Border,2017-07-01,Rail Containers Empty,45844,46262.0
6191,US-Canada Border,2017-06-01,Buses,10443,6976.0
6190,US-Mexico Border,2017-06-01,Trucks,527022,508629.0
6189,US-Mexico Border,2017-06-01,Personal Vehicles,6320366,6385373.0
6188,US-Canada Border,2017-06-01,Pedestrians,51719,27844.0
6187,US-Mexico Border,2017-06-01,Trains,975,936.0
6186,US-Canada Border,2017-06-01,Truck Containers Full,369320,412424.0
6185,US-Canada Border,2017-06-01,Trucks,512687,498804.0
6184,US-Canada Border,2017-06-01,Train Passengers,40134,21216.0
6183,US-Mexico Border,2017-06-01,Pedestrians,3255587,3445655.0
6182,US-Mexico Border,2017-06-01,Truck Containers Full,369940,412018.0
6181,US-Mexico Border,2017-06-01,Bus Passengers,132685,134648.0
6180,US-Mexico Border,2017-06-01,Train Passengers,909,980.0
6179,US-Mexico Border,2017-06-01,Buses,14379,14363.0
6178,US-Canada Border,2017-06-01,Truck Containers Empty,154521,169160.0
6177,US-Mexico Border,2017-06-01,Personal Vehicle Passengers,11731813,11642748.0
6176,US-Canada Border,2017-06-01,Bus Passengers,211001,144727.0
6175,US-Mexico Border,2017-06-01,Truck Containers Empty,156613,177693.0
6174,US-Canada Border,2017-06-01,Rail Containers Full,137611,141626.0
6173,US-Canada Border,2017-06-01,Personal Vehicle Passengers,4487700,3675805.0
6172,US-Canada Border,2017-06-01,Personal Vehicles,2472936,2067251.0
6171,US-Canada Border,2017-06-01,Trains,1871,1881.0
6170,US-Mexico Border,2017-06-01,Rail Containers Empty,46129,44915.0
6169,US-Mexico Border,2017-06-01,Rail Containers Full,45191,42632.0
6168,US-Canada Border,2017-06-01,Rail Containers Empty,65420,65006.0
6167,US-Canada Border,2017-05-01,Rail Containers Empty,68963,63156.0
6166,US-Mexico Border,2017-05-01,Rail Containers Empty,47387,44398.0
6165,US-Mexico Border,2017-05-01,Bus Passengers,134569,137721.0
6164,US-Canada Border,2017-05-01,Trucks,527854,492898.0
6163,US-Mexico Border,2017-05-01,Trucks,526011,499801.0
6162,US-Canada Border,2017-05-01,Truck Containers Full,497746,408607.0
6161,US-Mexico Border,2017-05-01,Truck Containers Full,475164,404104.0
6160,US-Canada Border,2017-05-01,Truck Containers Empty,196574,166760.0
6159,US-Mexico Border,2017-05-01,Truck Containers Empty,206516,177288.0
6158,US-Mexico Border,2017-05-01,Personal Vehicles,6586937,6378535.0
6157,US-Canada Border,2017-05-01,Personal Vehicle Passengers,3907196,3401783.0
6156,US-Mexico Border,2017-05-01,Buses,13577,14325.0
6155,US-Mexico Border,2017-05-01,Personal Vehicle Passengers,12088275,11643745.0
6154,US-Canada Border,2017-05-01,Pedestrians,35628,20207.0
6153,US-Mexico Border,2017-05-01,Pedestrians,3542039,3479421.0
6152,US-Canada Border,2017-05-01,Trains,1947,1871.0
6151,US-Mexico Border,2017-05-01,Trains,961,921.0
6150,US-Canada Border,2017-05-01,Train Passengers,28535,15946.0
6149,US-Mexico Border,2017-05-01,Train Passengers,880,947.0
6148,US-Canada Border,2017-05-01,Rail Containers Full,145485,142482.0
6147,US-Mexico Border,2017-05-01,Rail Containers Full,44134,40690.0
6146,US-Canada Border,2017-05-01,Bus Passengers,194863,119477.0
6145,US-Canada Border,2017-05-01,Personal Vehicles,2216491,1924421.0
6144,US-Canada Border,2017-05-01,Buses,9078,5792.0
6143,US-Canada Border,2017-04-01,Rail Containers Full,146666,139144.0
6142,US-Canada Border,2017-04-01,Personal Vehicles,2037095,1881347.0
6141,US-Canada Border,2017-04-01,Pedestrians,25111,15945.0
6140,US-Mexico Border,2017-04-01,Rail Containers Empty,45990,42572.0
6139,US-Canada Border,2017-04-01,Train Passengers,13589,13263.0
6138,US-Mexico Border,2017-04-01,Bus Passengers,160410,142080.0
6137,US-Canada Border,2017-04-01,Rail Containers Empty,66507,59065.0
6136,US-Canada Border,2017-04-01,Trucks,477189,473302.0
6135,US-Mexico Border,2017-04-01,Rail Containers Full,41127,39887.0
6134,US-Canada Border,2017-04-01,Truck Containers Full,492354,377082.0
6133,US-Mexico Border,2017-04-01,Trains,926,900.0
6132,US-Mexico Border,2017-04-01,Truck Containers Empty,221648,166690.0
6131,US-Canada Border,2017-04-01,Truck Containers Empty,201179,143995.0
6130,US-Mexico Border,2017-04-01,Trucks,483439,488804.0
6129,US-Mexico Border,2017-04-01,Train Passengers,1380,957.0
6128,US-Canada Border,2017-04-01,Buses,5923,4918.0
6127,US-Mexico Border,2017-04-01,Pedestrians,3581996,3519560.0
6126,US-Mexico Border,2017-04-01,Buses,14939,14821.0
6125,US-Mexico Border,2017-04-01,Personal Vehicles,6339240,6368793.0
6124,US-Mexico Border,2017-04-01,Personal Vehicle Passengers,12135294,11756436.0
6123,US-Mexico Border,2017-04-01,Truck Containers Full,506676,372106.0
6122,US-Canada Border,2017-04-01,Trains,1906,1968.0
6121,US-Canada Border,2017-04-01,Bus Passengers,135870,101480.0
6120,US-Canada Border,2017-04-01,Personal Vehicle Passengers,3697116,3352606.0
6119,US-Mexico Border,2017-03-01,Buses,16893,14546.0
6118,US-Mexico Border,2017-03-01,Trucks,537552,490584.0
6117,US-Canada Border,2017-03-01,Train Passengers,13184,13082.0
6116,US-Mexico Border,2017-03-01,Train Passengers,911,865.0
6115,US-Canada Border,2017-03-01,Truck Containers Full,377348,359216.0
6114,US-Mexico Border,2017-03-01,Truck Containers Empty,161525,152373.0
6113,US-Canada Border,2017-03-01,Truck Containers Empty,155986,122770.0
6112,US-Canada Border,2017-03-01,Trains,1935,2099.0
6111,US-Mexico Border,2017-03-01,Trains,977,890.0
6110,US-Mexico Border,2017-03-01,Rail Containers Full,44234,39993.0
6109,US-Mexico Border,2017-03-01,Rail Containers Empty,45962,41957.0
6108,US-Canada Border,2017-03-01,Trucks,522488,476392.0
6107,US-Canada Border,2017-03-01,Personal Vehicles,1945409,1878246.0
6106,US-Mexico Border,2017-03-01,Pedestrians,3693446,3535888.0
6105,US-Canada Border,2017-03-01,Personal Vehicle Passengers,3408603,3314267.0
6104,US-Canada Border,2017-03-01,Pedestrians,14144,15170.0
6103,US-Canada Border,2017-03-01,Rail Containers Empty,66916,56754.0
6102,US-Canada Border,2017-03-01,Rail Containers Full,144585,136643.0
6101,US-Mexico Border,2017-03-01,Personal Vehicle Passengers,11938205,11628659.0
6100,US-Mexico Border,2017-03-01,Bus Passengers,139091,139758.0
6099,US-Mexico Border,2017-03-01,Personal Vehicles,6980553,6340839.0
6098,US-Canada Border,2017-03-01,Buses,4846,4848.0
6097,US-Canada Border,2017-03-01,Bus Passengers,93673,97440.0
6096,US-Mexico Border,2017-03-01,Truck Containers Full,379054,338594.0
6095,US-Canada Border,2017-02-01,Train Passengers,10640,13752.0
6094,US-Mexico Border,2017-02-01,Truck Containers Full,329258,331440.0
6093,US-Canada Border,2017-02-01,Truck Containers Empty,137539,110618.0
6092,US-Mexico Border,2017-02-01,Personal Vehicle Passengers,10320154,11610113.0
6091,US-Mexico Border,2017-02-01,Truck Containers Empty,142165,150985.0
6090,US-Canada Border,2017-02-01,Personal Vehicles,1664326,1958602.0
6089,US-Canada Border,2017-02-01,Rail Containers Empty,57223,54476.0
6088,US-Canada Border,2017-02-01,Buses,4592,5313.0
6087,US-Mexico Border,2017-02-01,Personal Vehicles,5699768,6236968.0
6086,US-Mexico Border,2017-02-01,Rail Containers Empty,39107,41425.0
6085,US-Canada Border,2017-02-01,Trains,1744,2241.0
6084,US-Mexico Border,2017-02-01,Trains,840,875.0
6083,US-Canada Border,2017-02-01,Personal Vehicle Passengers,2878409,3452272.0
